OBJECTID,GRIZZLY_BEAR_POP_UNIT_ID,GRIZZLY_BEAR_POPULATION_TAG,POPULATION_NAME,DISPLAY_NAME,STATUS,WITHIN_BC_IND,VERSION_NAME,VERSION_YEAR_MODIFIED,WILDLIFE_MGMT_UNIT_ID,REGION_RESPONSIBLE,REGION_RESPONSIBLE_NAME,GAME_MANAGEMENT_ZONE_ID,GAME_MANAGEMENT_ZONE_NAME,National_Park,FID_WMU_BC,GBPU_MU_LEH_uniqueID,WMU_linkID,COUNTER_ID,MU,LEH_Zone,Closed_to_Hunting_2012,Closed_to_Hunting_2015,AREA_KM2,AREA_KM2_noWaterIce,EST_POP_2015,EST_POP_2018,EST_POP_DENSITY_2015,EST_POP_DENSITY_2018,GIS_File_Version_Date
84,808,14,Columbia-Shuswap,Columbia-\Shuswap,Viable,Y,2015,2015,3-38,3,Thompson,3d,North Thompson,,44,94,44,69,3-38, ,Y,Y,1678.85675,1655.424149,5,5,3.02037406,3.02037406,2020-01-21
85,808,14,Columbia-Shuswap,Columbia-\Shuswap,Viable,Y,2015,2015,3-37,3,Thompson,3d,North Thompson,,45,95,45,68,3-37, ,N,N,1871.380524,1722.662745,15,15,8.707449913,8.707449913,2020-01-21
86,810,21,Klinaklini-Homathko,Klinaklini-\Homathko,Viable,Y,2015,2015,2-15,2,Lower Mainland,2a,South Coast,,16,100,16,27,2-15, ,Y,Y,2270.292622,1395.440314,68,68,48.73013687,48.73013687,2020-01-21
87,810,21,Klinaklini-Homathko,Klinaklini-\Homathko,Viable,Y,2015,2015,5-6,5,Cariboo,5d,South Chilcotin,,113,101,113,267,5-06, ,Y,Y,5864.96847,5103.63485,104,104,20.37763405,20.37763405,2020-01-21
88,811,20,Kwatna-Owikeno,Kwatna-\Owikeno,Viable,Y,2015,,5-7,5,Cariboo,5e,Central Coast,,112,103,112,275,5-07, ,Y,Y,7489.32871,5754.395189,138,138,23.98166847,23.98166847,2020-01-21
89,813,36,South Chilcotin Ranges,South \Chilcotin \Ranges,Threatened,Y,2015,2015,2-11,2,Lower Mainland,2b,Fraser Valley,,22,106,22,18,2-11, ,Y,Y,2149.873979,1819.175662,25,27,13.74248791,14.84188747,2020-01-21
90,813,36,South Chilcotin Ranges,South \Chilcotin \Ranges,Threatened,Y,2015,2015,3-33,3,Thompson,3a,West Fraser,,62,107,62,59,3-33, ,Y,Y,2363.605614,2095.017352,27,30,12.88772106,14.3196907,2020-01-21
91,813,36,South Chilcotin Ranges,South \Chilcotin \Ranges,Threatened,Y,2015,2015,5-4,5,Cariboo,5d,South Chilcotin,,115,108,115,262,5-04, ,Y,Y,8304.003884,7728.870866,87,95,11.25649548,12.29157543,2020-01-21
92,813,36,South Chilcotin Ranges,South \Chilcotin \Ranges,Threatened,Y,2015,2015,5-3,5,Cariboo,5d,South Chilcotin,,116,109,116,260,5-03, ,Y,Y,3662.268943,3643.664586,28,31,7.684571266,8.507918358,2020-01-21
93,820,37,Toba-Bute,Toba-\Bute,Viable,Y,2015,,2-12,2,Lower Mainland,2a,South Coast,,19,126,19,22,2-12, ,Y,Y,1944.600669,1766.243267,15,17,8.492601395,9.624948502,2020-01-21
94,823,40,Stein-Nahatlatch,Stein-\Nahatlatch,Threatened,Y,2015,,2-10,2,Lower Mainland,2b,Fraser Valley,,24,134,24,16,2-10, ,Y,Y,1146.034992,1087.689796,2,2,1.838759542,1.838759542,2020-01-21
95,823,40,Stein-Nahatlatch,Stein-\Nahatlatch,Threatened,Y,2015,,2-18,2,Lower Mainland,2b,Fraser Valley,,28,135,28,32,2-18, ,Y,Y,1533.118026,1423.258056,1,1,0.702613294,0.702613294,2020-01-21
96,823,40,Stein-Nahatlatch,Stein-\Nahatlatch,Threatened,Y,2015,,3-16,3,Thompson,3a,West Fraser,,63,136,63,53,3-16, ,Y,Y,3076.856429,2990.537707,14,13,4.681432247,4.347044468,2020-01-21
97,823,40,Stein-Nahatlatch,Stein-\Nahatlatch,Threatened,Y,2015,,3-15,3,Thompson,3a,West Fraser,,64,137,64,51,3-15, ,Y,Y,2039.084776,1978.255651,7,6,3.538470984,3.032974958,2020-01-21
98,824,39,Squamish-Lillooet,Squamish-\Lillooet,Threatened,Y,2015,,2-6,2,Lower Mainland,2b,Fraser Valley,,23,138,23,40,2-06, ,Y,Y,2763.317,2283.983396,30,23,13.13494682,10.07012558,2020-01-21
99,828,43,North Cascades,North \Cascades,Threatened,Y,2015,,2-17,2,Lower Mainland,2b,Fraser Valley,,30,147,30,31,2-17, ,Y,Y,998.2899694,993.9036791,0,0,0,0,2020-01-21
100,828,43,North Cascades,North \Cascades,Threatened,Y,2015,,2-2,2,Lower Mainland,2b,Fraser Valley,,31,148,31,34,2-02, ,Y,Y,979.3304429,972.454734,0,0,0,0,2020-01-21
101,828,43,North Cascades,North \Cascades,Threatened,Y,2015,,2-3,2,Lower Mainland,2b,Fraser Valley,,32,149,32,35,2-03, ,Y,Y,1004.469213,979.7270179,0,0,0,0,2020-01-21
102,828,43,North Cascades,North \Cascades,Threatened,Y,2015,,2-1,2,Lower Mainland,2b,Fraser Valley,,33,150,33,14,2-01, ,Y,Y,659.5944755,658.399281,0,0,0,0,2020-01-21
103,828,43,North Cascades,North \Cascades,Threatened,Y,2015,,2-4,2,Lower Mainland,2b,Fraser Valley,,34,151,34,36,2-04, ,Y,Y,50.51343004,50.51343004,0,0,0,0,2020-01-21
104,828,43,North Cascades,North \Cascades,Threatened,Y,2015,,3-13,3,Thompson,3b,Nicola,,59,152,59,47,3-13, ,Y,Y,1282.235011,1281.198151,1,1,0.780519366,0.780519366,2020-01-21
105,828,43,North Cascades,North \Cascades,Threatened,Y,2015,,3-14,3,Thompson,3b,Nicola,,60,153,60,48,3-14, ,Y,Y,1084.226235,1083.059348,1,1,0.923310459,0.923310459,2020-01-21
106,828,43,North Cascades,North \Cascades,Threatened,Y,2015,,8-5,8,Okanagan,8a,Similkameen,,221,154,221,589,8-05, ,Y,Y,1614.046855,1613.853343,0,0,0,0,2020-01-21
107,828,43,North Cascades,North \Cascades,Threatened,Y,2015,,8-4,8,Okanagan,8a,Similkameen,,224,155,224,588,8-04, ,Y,Y,930.4312134,929.7414839,2,2,2.151135683,2.151135683,2020-01-21
108,828,43,North Cascades,North \Cascades,Threatened,Y,2015,,8-3,8,Okanagan,8a,Similkameen,,225,156,225,587,8-03, ,Y,Y,1200.248794,1199.923122,2,2,1.666773438,1.666773438,2020-01-21
109,829,44,Garibaldi-Pitt,Garibaldi-\Pitt,Threatened,Y,2015,,2-9,2,Lower Mainland,2b,Fraser Valley,,25,157,25,45,2-09, ,Y,Y,1746.302446,1592.496437,1,2,0.627944887,1.255889773,2020-01-21
110,829,44,Garibaldi-Pitt,Garibaldi-\Pitt,Threatened,Y,2015,,2-7,2,Lower Mainland,2b,Fraser Valley,,26,158,26,42,2-07, ,Y,Y,1013.108559,904.4554049,1,1,1.10563767,1.10563767,2020-01-21
111,829,44,Garibaldi-Pitt,Garibaldi-\Pitt,Threatened,Y,2015,,2-8,2,Lower Mainland,2b,Fraser Valley,,27,159,27,44,2-08, ,Y,Y,3035.739823,2760.162574,0,0,0,0,2020-01-21
112,829,44,Garibaldi-Pitt,Garibaldi-\Pitt,Threatened,Y,2015,,2-19,2,Lower Mainland,2b,Fraser Valley,,29,160,29,33,2-19, ,Y,Y,797.3895985,706.6326872,0,0,0,0,2020-01-21
113,836,6,Hart,Hart,Viable,Y,2015,,7-20,7,Omineca,7Pa,South Peace,,161,168,161,463,7-20, ,N,N,4365.125525,4345.722378,38,38,8.744231224,8.744231224,2020-01-21
114,836,6,Hart,Hart,Viable,Y,2015,,7-21,7,Omineca,7Pa,South Peace,,162,169,162,465,7-21, ,N,N,6732.57737,6664.15244,59,59,8.853339195,8.853339195,2020-01-21
115,836,6,Hart,Hart,Viable,Y,2015,,7-19,7,Omineca,7Pa,South Peace,,164,170,164,460,7-19, ,N,N,4371.778412,4333.95131,79,79,18.22817039,18.22817039,2020-01-21
116,837,68,Nulki,Nulki,Viable,Y,2015,,7-13,7,Omineca,7Ob,Fort George,,171,171,171,437,7-13, ,Y,Y,2774.543501,2665.874012,7,7,2.625780582,2.625780582,2020-01-21
117,837,68,Nulki,Nulki,Viable,Y,2015,,7-15,7,Omineca,7Ob,Fort George,,173,172,173,439,7-15, ,Y,Y,2310.193828,2227.916667,6,6,2.693099022,2.693099022,2020-01-21
118,837,68,Nulki,Nulki,Viable,Y,2015,,7-9,7,Omineca,7Ob,Fort George,,174,173,174,566,7-09, ,Y,Y,1751.929925,1735.245895,4,4,2.30514884,2.30514884,2020-01-21
119,837,68,Nulki,Nulki,Viable,Y,2015,,7-12,7,Omineca,7Ob,Fort George,,175,174,175,435,7-12, ,Y,Y,5279.943827,5107.186923,13,13,2.545432568,2.545432568,2020-01-21
120,837,68,Nulki,Nulki,Viable,Y,2015,,7-10,7,Omineca,7Ob,Fort George,,176,175,176,433,7-10, ,Y,Y,1457.578375,1433.656056,4,4,2.79006958,2.79006958,2020-01-21
121,837,68,Nulki,Nulki,Viable,Y,2015,,7-11,7,Omineca,7Ob,Fort George,,179,176,179,434,7-11, ,Y,Y,1899.208269,1846.659278,5,5,2.70759201,2.70759201,2020-01-21
122,796,65,Bulkley-Lakes,Bulkley-\Lakes,Viable,Y,2015,,6-3,6,Skeena,6b,North Coast,,135,182,135,386,6-03, ,Y,Y,2483.286719,2306.645932,103,103,44.65357971,44.65357971,2020-01-21
123,802,69,Tweedsmuir,Tweedsmuir,Viable,Y,2015,2015,6-1,6,Skeena,6c,Upper Nechako,,146,183,146,297,6-01, ,Y,Y,1453.405961,1202.0614,6,6,4.991425514,4.991425514,2020-01-21
124,806,12,Quesnel Lake North,Quesnel \Lake \North,Viable,Y,2015,,5-2,5,Cariboo,5b,Cariboo,,107,184,107,254,5-02, ,Y,Y,684.3700359,679.1652573,6,6,8.834374428,8.834374428,2020-01-21
125,807,16,Wells Gray,Wells \Gray,Viable,Y,2015,2015,5-15,5,Cariboo,5a,Quesnel Highland,,102,185,102,247,5-15,5-15A,N,N,2053.328989,2017.526502,58,58,28.74807358,28.74807358,2020-01-21
126,807,16,Wells Gray,Wells \Gray,Viable,Y,2015,2015,5-1,5,Cariboo,5b,Cariboo,,108,186,108,227,5-01, ,Y,Y,255.2106631,245.2432971,4,4,16.31033325,16.31033325,2020-01-21
127,811,20,Kwatna-Owikeno,Kwatna-\Owikeno,Viable,Y,2015,,5-8,5,Cariboo,5e,Central Coast,,110,187,110,282,5-08,5-08A,N,N,4649.400525,3488.727165,91,91,26.08401108,26.08401108,2020-01-21
128,813,36,South Chilcotin Ranges,South \Chilcotin \Ranges,Threatened,Y,2015,2015,3-32,3,Thompson,3a,West Fraser,,61,188,61,57,3-32, ,Y,Y,3833.631493,3742.984925,36,39,9.617992401,10.41949177,2020-01-21
129,820,37,Toba-Bute,Toba-\Bute,Viable,Y,2015,,2-14,2,Lower Mainland,2a,South Coast,,17,189,17,25,2-14, ,Y,Y,3155.0937,2155.205029,51,57,23.66364098,26.44759941,2020-01-21
130,820,37,Toba-Bute,Toba-\Bute,Viable,Y,2015,,2-13,2,Lower Mainland,2a,South Coast,,18,190,18,24,2-13, ,Y,Y,2779.476125,2167.875041,49,55,22.60277939,25.37046623,2020-01-21
131,820,37,Toba-Bute,Toba-\Bute,Viable,Y,2015,,2-5,2,Lower Mainland,2a,South Coast,,20,191,20,38,2-05, ,Y,Y,154.9974358,131.5406527,1,1,7.602212429,7.602212429,2020-01-21
132,824,39,Squamish-Lillooet,Squamish-\Lillooet,Threatened,Y,2015,,2-5,2,Lower Mainland,2a,South Coast,,20,192,20,37,2-05, ,Y,Y,1844.211241,1662.166092,15,12,9.02436924,7.219495296,2020-01-21
133,824,39,Squamish-Lillooet,Squamish-\Lillooet,Threatened,Y,2015,,2-11,2,Lower Mainland,2b,Fraser Valley,,22,193,22,19,2-11, ,Y,Y,1241.311457,1032.188013,14,11,13.5634203,10.65697289,2020-01-21
134,835,32,Knight-Bute,Knight-\Bute,Viable,Y,2015,,2-15,2,Lower Mainland,2a,South Coast,,16,195,16,29,2-15, ,Y,Y,1217.9152,1004.738582,46,46,45.78305435,45.78305435,2020-01-21
135,837,68,Nulki,Nulki,Viable,Y,2015,,7-8,7,Omineca,7Ob,Fort George,,177,196,177,564,7-08, ,Y,Y,1324.133648,1312.221467,5,5,3.810332537,3.810332537,2020-01-21
136,778,73,Cassiar,Cassiar,Viable,Y,2015,,6-25,6,Skeena,6f,Atlin,,120,197,120,373,6-25,6-25A,N,N,10410.88823,10043.18512,181,181,18.02217102,18.02217102,2020-01-21
137,795,7,Parsnip,Parsnip,Viable,Y,2015,,7-23,7,Omineca,7Oc,Mcleod Lake,,165,198,165,490,7-23,7-23D,N,N,456.4489289,455.7303828,22,22,48.27415848,48.27415848,2020-01-21
138,795,7,Parsnip,Parsnip,Viable,Y,2015,,7-23,7,Omineca,7Oc,Mcleod Lake,,165,199,165,492,7-23,7-23E,N,N,460.615751,450.7752846,20,20,44.36800385,44.36800385,2020-01-21
139,795,7,Parsnip,Parsnip,Viable,Y,2015,,7-23,7,Omineca,7Oc,Mcleod Lake,,165,200,165,488,7-23,7-23C,N,N,1038.943453,1036.054356,51,51,49.22521591,49.22521591,2020-01-21
140,795,7,Parsnip,Parsnip,Viable,Y,2015,,7-23,7,Omineca,7Oc,Mcleod Lake,,165,201,165,486,7-23,7-23B,N,N,1176.887305,1173.245981,57,57,48.58316422,48.58316422,2020-01-21
141,795,7,Parsnip,Parsnip,Viable,Y,2015,,7-23,7,Omineca,7Oc,Mcleod Lake,,165,202,165,484,7-23,7-23A,N,N,1212.443995,1208.876628,60,60,49.63285446,49.63285446,2020-01-21
142,798,64,Nation,Nation,Viable,Y,2015,,7-16,7,Omineca,7Oc,Mcleod Lake,,168,203,168,441,7-16,7-16A,N,N,651.1221705,625.7578703,11,11,17.57868385,17.57868385,2020-01-21
143,798,64,Nation,Nation,Viable,Y,2015,,7-16,7,Omineca,7Oc,Mcleod Lake,,168,204,168,444,7-16,7-16C,N,N,2678.228002,2645.940555,45,45,17.00718498,17.00718498,2020-01-21
144,836,6,Hart,Hart,Viable,Y,2015,,7-22,7,Omineca,7Pa,South Peace,,163,205,163,473,7-22, ,N,N,4160.692933,4157.733447,68,68,16.35506439,16.35506439,2020-01-21
145,806,12,Quesnel Lake North,Quesnel \Lake \North,Viable,Y,2015,,5-15,5,Cariboo,5a,Quesnel Highland,,102,206,102,240,5-15,5-15B,N,N,2776.658229,2350.030597,69,69,29.3613205,29.3613205,2020-01-21
146,806,12,Quesnel Lake North,Quesnel \Lake \North,Viable,Y,2015,,5-15,5,Cariboo,5a,Quesnel Highland,,102,207,102,243,5-15,5-15D,N,N,3101.143333,3088.78362,46,46,14.89259434,14.89259434,2020-01-21
147,810,21,Klinaklini-Homathko,Klinaklini-\Homathko,Viable,Y,2015,2015,5-5,5,Cariboo,5d,South Chilcotin,,114,208,114,265,5-05,,Y,N,6712.807581,5858.204297,79,79,13.4853611,13.4853611,2020-01-21
148,785,56,Spatsizi,Spatsizi,Viable,Y,2015,,6-19,6,Skeena,6e,Stikine,,125,210,125,336,6-19,6-19A,N,N,5743.022438,5707.437172,177,177,31.01216698,31.01216698,2020-01-21
149,785,56,Spatsizi,Spatsizi,Viable,Y,2015,,6-19,6,Skeena,6e,Stikine,,125,212,125,338,6-19,6-20A,N,N,1835.160081,1802.255869,57,57,31.62702942,31.62702942,2020-01-21
150,785,56,Spatsizi,Spatsizi,Viable,Y,2015,,6-20,6,Skeena,6e,Stikine,,127,214,127,350,6-20,6-20C,N,N,558.2393763,556.735837,17,17,30.53512764,30.53512764,2020-01-21
151,785,56,Spatsizi,Spatsizi,Viable,Y,2015,,6-20,6,Skeena,6e,Stikine,,127,215,127,348,6-20,6-20B,N,N,5505.25061,4948.849913,165,165,33.34107971,33.34107971,2020-01-21
152,785,56,Spatsizi,Spatsizi,Viable,Y,2015,,6-20,6,Skeena,6e,Stikine,,127,216,127,346,6-20,6-20A,N,N,7633.124115,7438.799556,236,236,31.7255497,31.7255497,2020-01-21
153,786,83,Edziza-Lower Stikine,Edziza-Lower Stikine,Viable,Y,2015,,6-21,6,Skeena,6e,Stikine,,126,217,126,357,6-21,6-21B,N,N,14477.48687,11092.23973,326,326,29.38991737,29.38991737,2020-01-21
154,790,62,Stewart,Stewart,Viable,Y,2015,,6-16,6,Skeena,6b,North Coast,,132,224,132,323,6-16,6-16B,N,N,3617.327504,3042.516935,103,103,33.85354996,33.85354996,2020-01-21
155,792,63,Cranberry,Cranberry,Viable,Y,2015,2015,6-30,6,Skeena,6d,Upper Skeena,,130,225,130,401,6-30,6-30A,N,N,4442.399459,4347.379555,134,134,30.82316589,30.82316589,2020-01-21
156,792,63,Cranberry,Cranberry,Viable,Y,2015,2015,6-15,6,Skeena,6b,North Coast,,134,226,134,313,6-15,6-15B,N,N,2751.682861,2632.77903,80,80,30.38614273,30.38614273,2020-01-21
157,796,65,Bulkley-Lakes,Bulkley-\Lakes,Viable,Y,2015,,6-9,6,Skeena,6c,Upper Nechako,,141,227,141,429,6-09,6-09B,N,N,7350.081765,7070.108462,123,123,17.39718628,17.39718628,2020-01-21
158,796,65,Bulkley-Lakes,Bulkley-\Lakes,Viable,Y,2015,,6-3,6,Skeena,6b,North Coast,,135,228,135,387,6-03,6-03B,N,N,3065.484533,2766.721525,73,73,26.3850193,26.3850193,2020-01-21
159,796,65,Bulkley-Lakes,Bulkley-\Lakes,Viable,Y,2015,,6-4,6,Skeena,6c,Upper Nechako,,144,229,144,405,6-04,6-04A,N,N,2905.010744,2495.213803,19,19,7.61457777,7.61457777,2020-01-21
160,802,69,Tweedsmuir,Tweedsmuir,Viable,Y,2015,2015,5-8,5,Cariboo,5e,Central Coast,,110,230,110,285,5-08,5-08B,N,N,2554.486915,1750.375851,29,29,16.56787109,16.56787109,2020-01-21
161,802,69,Tweedsmuir,Tweedsmuir,Viable,Y,2015,2015,5-9,5,Cariboo,5e,Central Coast,,109,231,109,291,5-09, ,Y,Y,2332.239861,2007.737453,96,96,47.8150177,47.8150177,2020-01-21
162,803,15,Kitlope-Fiordland,Kitlope-\Fiordland,Viable,Y,2015,2015,5-9,5,Cariboo,5e,Central Coast,,109,233,109,289,5-09,5-09A,N,N,3420.75808,2835.564131,65,65,22.92312813,22.92312813,2020-01-21
163,835,32,Knight-Bute,Knight-\Bute,Viable,Y,2015,,1-15,1,Vancouver Island,1c,Knight Inlet,,1,234,1,10,1-15, ,Y,Y,1131.663766,965.565487,47,47,48.67613983,48.67613983,2020-01-21
164,835,32,Knight-Bute,Knight-\Bute,Viable,Y,2015,,1-15,1,Vancouver Island,1c,Knight Inlet,,1,235,1,12,1-15,1-15B,N,N,1689.144403,1030.987307,49,49,47.52725983,47.52725983,2020-01-21
165,835,32,Knight-Bute,Knight-\Bute,Viable,Y,2015,,1-15,1,Vancouver Island,1c,Knight Inlet,,1,236,1,13,1-15,1-15C,N,N,3252.605078,2367.432252,108,108,45.61904526,45.61904526,2020-01-21
166,817,27,Kingcome-Wakeman,Kingcome-\Wakeman,Viable,Y,2015,,1-14,1,Vancouver Island,1c,Knight Inlet,,2,237,2,2,1-14, ,Y,Y,1888.207407,849.7446563,13,13,15.29871368,15.29871368,2020-01-21
167,817,27,Kingcome-Wakeman,Kingcome-\Wakeman,Viable,Y,2015,,1-14,1,Vancouver Island,1c,Knight Inlet,,2,238,2,4,1-14,1-14B,N,N,1711.5625,1291.095804,65,65,50.34482956,50.34482956,2020-01-21
168,817,27,Kingcome-Wakeman,Kingcome-\Wakeman,Viable,Y,2015,,1-14,1,Vancouver Island,1c,Knight Inlet,,2,239,2,3,1-14,1-14A,N,N,3262.244899,2712.944446,121,121,44.60098648,44.60098648,2020-01-21
169,797,66,Khutzeymateen,Khutzeymateen,Viable,Y,2015,2015,6-15,6,Skeena,6b,North Coast,,134,241,134,317,6-15,6-15A,Y,Y,3947.014474,3431.72693,107,107,31.17963791,31.17963791,2020-01-21
170,803,15,Kitlope-Fiordland,Kitlope-\Fiordland,Viable,Y,2015,2015,5-9,5,Cariboo,5e,Central Coast,,109,232,109,288,5-09, ,Y,Y,842.1762725,721.824728,34,34,47.10284805,47.10284805,2020-01-21
171,777,84,Tatshenshini,Tatshenshini,Viable,Y,2015,,6-29,6,Skeena,6f,Atlin,,117,1,117,384,6-29, ,N,N,9434.610846,6279.669377,223,223,35.51142502,35.51142502,2020-01-21
172,777,84,Tatshenshini,Tatshenshini,Viable,Y,2015,,6-28,6,Skeena,6f,Atlin,,118,2,118,383,6-28, ,N,N,3540.090406,3091.008065,71,71,22.96985245,22.96985245,2020-01-21
173,801,10,Robson,Robson,Viable,Y,2015,,7-1,7,Omineca,7Oa,Upper Fraser,,184,69,184,431,7-01, ,Y,Y,2195.536855,2008.902691,56,56,27.87591553,27.87591553,2020-01-21
174,801,10,Robson,Robson,Viable,Y,2015,,7-2,7,Omineca,7Oa,Upper Fraser,,186,71,186,462,7-02, ,N,N,3339.472336,2985.231407,92,92,30.81838226,30.81838226,2020-01-21
175,808,14,Columbia-Shuswap,Columbia-\Shuswap,Viable,Y,2015,2015,3-43,3,Thompson,3d,North Thompson,,37,90,37,75,3-43, ,N,N,1191.492002,1002.84276,42,42,41.8809433,41.8809433,2020-01-21
176,808,14,Columbia-Shuswap,Columbia-\Shuswap,Viable,Y,2015,2015,3-42,3,Thompson,3d,North Thompson,,39,91,39,74,3-42, ,N,N,1527.469999,1460.586919,35,35,23.96296883,23.96296883,2020-01-21
177,808,14,Columbia-Shuswap,Columbia-\Shuswap,Viable,Y,2015,2015,3-36,3,Thompson,3d,North Thompson,,43,93,43,67,3-36, ,N,N,2866.476888,2656.515815,62,62,23.33884048,23.33884048,2020-01-21
178,808,14,Columbia-Shuswap,Columbia-\Shuswap,Viable,Y,2015,2015,3-35,3,Thompson,3d,North Thompson,,46,96,46,65,3-35, ,N,N,848.0784555,833.986,30,30,35.97182846,35.97182846,2020-01-21
179,809,17,Central Rockies,Central \Rockies,Viable,Y,2015,,4-40,4,Kootenay,4Ec,Golden,,65,98,65,209,4-40, ,N,N,2801.708992,2189.549792,77,77,35.16704559,35.16704559,2020-01-21
180,809,17,Central Rockies,Central \Rockies,Viable,Y,2015,,4-36,4,Kootenay,4Ec,Golden,Yoho National Park,66,99,66,196,4-36, ,Y,Y,766.1351657,688.2322826,16,16,23.24796486,23.24796486,2020-01-21
181,812,18,North Selkirk,North \Selkirk,Viable,Y,2015,,4-37,4,Kootenay,4Ec,Golden,Glacier National Park,67,104,67,200,4-37, ,Y,Y,508.9263355,470.569387,25,25,53.1271286,53.1271286,2020-01-21
182,814,23,Rockies Park Ranges,Rockies \Park \Ranges,Viable,Y,2015,,4-35,4,Kootenay,4Ec,Golden,,68,110,68,192,4-35, ,N,N,1358.198304,1340.459942,24,24,17.9043026,17.9043026,2020-01-21
183,814,23,Rockies Park Ranges,Rockies \Park \Ranges,Viable,Y,2015,,4-25,4,Kootenay,4Ea,Fernie,,79,111,79,145,4-25, ,N,N,2541.32395,2501.552576,56,56,22.38609695,22.38609695,2020-01-21
184,816,26,North Purcells,North \Purcells,Viable,Y,2015,2015,4-34,4,Kootenay,4Ec,Golden,Glacier National Park,69,112,69,189,4-34, ,Y,Y,470.0125899,402.8405751,10,10,24.82371521,24.82371521,2020-01-21
185,816,26,North Purcells,North \Purcells,Viable,Y,2015,2015,4-27,4,Kootenay,4Wb,Revelstoke,,73,114,73,153,4-27, ,N,N,1594.17081,1264.368842,54,54,42.70905685,42.70905685,2020-01-21
186,816,26,North Purcells,North \Purcells,Viable,Y,2015,2015,4-28,4,Kootenay,4Wb,Revelstoke,,74,115,74,155,4-28, ,N,N,845.3553851,711.1630519,37,37,52.02745056,52.02745056,2020-01-21
187,816,26,North Purcells,North \Purcells,Viable,Y,2015,2015,4-29,4,Kootenay,4Wb,Revelstoke,,76,116,76,158,4-29, ,N,N,811.7863483,777.5205111,38,38,48.87331009,48.87331009,2020-01-21
188,818,38,Central Monashee,Central \Monashee,Viable,Y,2015,,3-34,3,Thompson,3d,North Thompson,,47,119,47,62,3-34, ,Y,Y,493.7820329,490.1279162,11,11,22.44312096,22.44312096,2020-01-21
189,818,38,Central Monashee,Central \Monashee,Viable,Y,2015,,4-32,4,Kootenay,4Wb,Revelstoke,,75,120,75,174,4-32,4-32B,N,N,786.9083175,756.7030019,21,21,27.7519722,27.7519722,2020-01-21
190,818,38,Central Monashee,Central \Monashee,Viable,Y,2015,,8-24,8,Okanagan,8c,Monashee,,205,121,205,582,8-24,"8-24, 8-23A",N,N,1211.995821,1210.303216,26,26,21.4822197,21.4822197,2020-01-21
191,818,38,Central Monashee,Central \Monashee,Viable,Y,2015,,8-23,8,Okanagan,8c,Monashee,,206,122,206,577,8-23,"8-24, 8-23A",N,N,975.4104061,943.9307414,19,19,20.12859535,20.12859535,2020-01-21
192,818,38,Central Monashee,Central \Monashee,Viable,Y,2015,,8-25,8,Okanagan,8c,Monashee,,207,123,207,584,8-25, ,Y,Y,174.8624801,174.8142693,3,3,17.16106987,17.16106987,2020-01-21
193,818,38,Central Monashee,Central \Monashee,Viable,Y,2015,,8-13,8,Okanagan,8d,Kettle,,208,124,208,569,8-13, ,Y,Y,111.2596088,110.3813748,2,2,18.11899948,18.11899948,2020-01-21
194,818,38,Central Monashee,Central \Monashee,Viable,Y,2015,,8-26,8,Okanagan,8b,Okanagan,,212,125,212,586,8-26, ,Y,Y,149.1111986,149.1111986,3,3,20.1192131,20.1192131,2020-01-21
195,821,29,South Rockies,South \Rockies,Viable,Y,2015,2015,4-24,4,Kootenay,4Ea,Fernie,,81,127,81,143,4-24, ,Y,Y,1848.213193,1834.424682,68,38,37.06884384,20.71494102,2020-01-21
196,821,29,South Rockies,South \Rockies,Viable,Y,2015,2015,4-22,4,Kootenay,4Ea,Fernie,,82,128,82,131,4-22, ,Y,Y,2413.490505,2299.051787,87,49,37.84168625,21.31313515,2020-01-21
197,821,29,South Rockies,South \Rockies,Viable,Y,2015,2015,4-21,4,Kootenay,4Ea,Fernie,,83,129,83,128,4-21, ,Y,Y,1322.259417,1296.860921,49,28,37.78354263,21.59059525,2020-01-21
198,822,74,Central Selkirk,Central \Selkirk,Viable,Y,2015,,4-31,4,Kootenay,4Wb,Revelstoke,,77,130,77,168,4-31, ,N,N,1252.243882,1250.714813,46,46,36.77896881,36.77896881,2020-01-21
199,822,74,Central Selkirk,Central \Selkirk,Viable,Y,2015,,4-30,4,Kootenay,4Wb,Revelstoke,,78,131,78,162,4-30, ,N,N,1322.429922,1211.390245,51,51,42.10038757,42.10038757,2020-01-21
200,822,74,Central Selkirk,Central \Selkirk,Viable,Y,2015,,4-17,4,Kootenay,4Wa,Nelson,,92,132,92,105,4-17, ,Y,Y,281.543724,280.2574019,5,5,17.84074211,17.84074211,2020-01-21
201,822,74,Central Selkirk,Central \Selkirk,Viable,Y,2015,,4-18,4,Kootenay,4Wa,Nelson,,95,133,95,111,4-18, ,Y,Y,489.9795833,489.8833975,8,8,16.33041573,16.33041573,2020-01-21
202,826,41,Valhalla,Valhalla,Viable,Y,2015,,4-15,4,Kootenay,4Wa,Nelson,,93,139,93,92,4-15, ,Y,Y,781.0391663,779.2923582,10,10,12.83215427,12.83215427,2020-01-21
203,826,41,Valhalla,Valhalla,Viable,Y,2015,,4-16,4,Kootenay,4Wa,Nelson,,94,140,94,104,4-16,4-16A,N,N,153.5124757,140.5003294,10,10,71.17420959,71.17420959,2020-01-21
